PSFType,Param1Name,Param1Value,Param2Name,Param2Value,NSR,LapVar,Tenengrad,HighFreqRatio,Mean,Std,Entropy,SaturationRatio,ClipRatio,LapGain,TenengradGain,HighFreqGain,NoiseGain,Score
motion,LEN,7,THETA,40,0.1,0.00926920090518492,0.154486650499286,0.00428690071818173,0.445617127374091,0.142972283684244,7.12135372913704,0.000823045267489712,0.000360082304526749,1.1127572795908,1.24647078988913,1.24017947283637,1.07075442572567,0.547794514747129
motion,LEN,7,THETA,-90,0.1,0.00928057144766698,0.154183989461498,0.00451401801378508,0.445633933664441,0.142150926894715,7.11648894745104,0.000709876543209877,0.000421810699588477,1.11412230059415,1.24402877861099,1.30588339892422,1.08652368574594,0.546538230979619
motion,LEN,7,THETA,90,0.1,0.00928057144766698,0.154183989461498,0.00451401801378508,0.445633933664441,0.142150926894715,7.11648894745104,0.000709876543209877,0.000421810699588477,1.11412230059415,1.24402877861099,1.30588339892422,1.08652368574594,0.546538230979619
motion,LEN,23,THETA,-75,0.03,0.0105919818445715,0.296270420971152,0.00465522255263536,0.474977054896321,0.173159280827619,7.41114542821318,0.0142283950617284,0.0107716049382716,1.27155566303969,2.39044878282478,1.34673318343421,1.24459313730767,0.54506206893504
motion,LEN,7,THETA,-10,0.1,0.00885621480855296,0.161177904616012,0.00464426424436531,0.445589394019403,0.14379463310328,7.12965078645382,0.00137860082304527,0.000565843621399177,1.06317875711645,1.30045896800853,1.34356299828953,1.08071245576004,0.544553763779089
motion,LEN,29,THETA,80,0.03,0.00970773747977272,0.264294165870227,0.00473505998085648,0.474934515026236,0.172695213121057,7.41663133947644,0.0137757201646091,0.0104012345679012,1.165403108582,2.1324493516472,1.36982976209393,1.193493749735,0.543975264949932
motion,LEN,5,THETA,-40,0.1,0.00899710781529794,0.157388686648372,0.00416277409639455,0.445639757419093,0.141948753269272,7.10129439944633,0.000267489711934156,0.000102880658436214,1.08009280618094,1.26988577933545,1.20427024645282,1.07532749759934,0.542251402391575
motion,LEN,29,THETA,-30,0.03,0.0115201699087363,0.289341085301976,0.0041043419197215,0.474500434081858,0.180867150064083,7.44479779569755,0.0208333333333333,0.0164094650205761,1.38298360982753,2.33453965101922,1.18736610268394,1.25446549480257,0.54104207001206
motion,LEN,25,THETA,-65,0.03,0.0116226734654047,0.29810292613341,0.00481583332112569,0.474807202806476,0.174802866191098,7.41493783496313,0.0164609053497942,0.0128086419753086,1.39528904802371,2.40523429438642,1.39319709554522,1.26736561165737,0.540620210956511
motion,LEN,31,THETA,45,0.03,0.0108342331327937,0.272324769141177,0.00439892222526917,0.474363553612038,0.180311737130528,7.4328632822055,0.0225514403292181,0.0176131687242798,1.30063766128495,2.1972440272394,1.27258674856749,1.2156909769303,0.539222081872454
motion,LEN,31,THETA,85,0.03,0.00907370563219139,0.256332728672131,0.00444766667755883,0.4749704281621,0.172284310677103,7.42108327905545,0.0125411522633745,0.00979423868312757,1.08928828907324,2.06821274038732,1.28668828091413,1.16109125263656,0.53536164820212
